 BOEING-VERTOL VR-14 AIRFOIL

1.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.129999999999999928e-03
9.949999999999999956e-01 1.304000000000000038e-03
9.899999999999999911e-01 1.629000000000000023e-03
9.799999999999999822e-01 2.353000000000000057e-03
9.699999999999999734e-01 3.188999999999999994e-03
9.549999999999999600e-01 4.649000000000000354e-03
9.350000000000000533e-01 7.032000000000000056e-03
9.100000000000000311e-01 1.025700000000000049e-02
8.800000000000000044e-01 1.412599999999999967e-02
8.449999999999999734e-01 1.869799999999999934e-02
8.100000000000000533e-01 2.317400000000000015e-02
7.700000000000000178e-01 2.794999999999999915e-02
7.299999999999999822e-01 3.263599999999999834e-02
6.899999999999999467e-01 3.715500000000000053e-02
6.500000000000000222e-01 4.124300000000000188e-02
5.999999999999999778e-01 4.569899999999999657e-02
5.500000000000000444e-01 4.922800000000000092e-02
5.000000000000000000e-01 5.205300000000000205e-02
4.500000000000000111e-01 5.404899999999999982e-02
4.000000000000000222e-01 5.559299999999999659e-02
3.499999999999999778e-01 5.638399999999999662e-02
2.999999999999999889e-01 5.657299999999999829e-02
2.500000000000000000e-01 5.619600000000000289e-02
2.000000000000000111e-01 5.514100000000000251e-02
1.499999999999999944e-01 5.273100000000000009e-02
1.140000000000000041e-01 4.941600000000000159e-02
8.799999999999999489e-02 4.565000000000000308e-02
6.850000000000000533e-02 4.165699999999999958e-02
5.349999999999999895e-02 3.743900000000000006e-02
4.159999999999999809e-02 3.333300000000000152e-02
3.205000000000000210e-02 2.953700000000000075e-02
2.450000000000000094e-02 2.586799999999999863e-02
1.859999999999999848e-02 2.253900000000000001e-02
1.414999999999999938e-02 1.966000000000000039e-02
1.105000000000000079e-02 1.737100000000000102e-02
8.999999999999999320e-03 1.567800000000000096e-02
7.000000000000000146e-03 1.382700000000000075e-02
5.199999999999999761e-03 1.191700000000000051e-02
3.399999999999999811e-03 9.636999999999999733e-03
1.949999999999999910e-03 7.297999999999999800e-03
8.000000000000000383e-04 4.675000000000000336e-03
1.200000000000000030e-04 1.809999999999999977e-03
0.000000000000000000e+00 0.000000000000000000e+00
5.500000000000000331e-04 -1.882999999999999908e-03
2.000000000000000042e-03 -3.540000000000000178e-03
4.000000000000000083e-03 -5.085000000000000110e-03
6.199999999999999782e-03 -6.328000000000000291e-03
8.600000000000000006e-03 -7.405000000000000124e-03
1.099999999999999936e-02 -8.248999999999999388e-03
1.464999999999999983e-02 -9.265999999999999931e-03
1.955000000000000140e-02 -1.016899999999999922e-02
2.614999999999999963e-02 -1.114899999999999919e-02
3.429999999999999716e-02 -1.209000000000000005e-02
4.449000000000000177e-02 -1.310700000000000059e-02
5.689999999999999919e-02 -1.423699999999999966e-02
7.245000000000000051e-02 -1.544300000000000013e-02
9.239999999999999603e-02 -1.664799999999999960e-02
1.184999999999999942e-01 -1.796599999999999933e-02
1.499999999999999944e-01 -1.924700000000000022e-02
2.000000000000000111e-01 -2.079100000000000045e-02
2.500000000000000000e-01 -2.192099999999999951e-02
2.999999999999999889e-01 -2.267399999999999971e-02
3.499999999999999778e-01 -2.320200000000000040e-02
4.000000000000000222e-01 -2.342699999999999991e-02
4.500000000000000111e-01 -2.335200000000000123e-02
5.000000000000000000e-01 -2.308899999999999841e-02
5.500000000000000444e-01 -2.259900000000000103e-02
5.999999999999999778e-01 -2.189500000000000127e-02
6.500000000000000222e-01 -2.090399999999999897e-02
6.899999999999999467e-01 -1.990400000000000155e-02
7.299999999999999822e-01 -1.870000000000000134e-02
7.700000000000000178e-01 -1.725300000000000097e-02
8.100000000000000533e-01 -1.560300000000000055e-02
8.449999999999999734e-01 -1.395200000000000086e-02
8.800000000000000044e-01 -1.209200000000000032e-02
9.100000000000000311e-01 -1.003099999999999999e-02
9.350000000000000533e-01 -8.162000000000000852e-03
9.549999999999999600e-01 -6.608000000000000158e-03
9.699999999999999734e-01 -5.109999999999999959e-03
9.799999999999999822e-01 -3.935000000000000130e-03
9.899999999999999911e-01 -2.684000000000000188e-03
9.949999999999999956e-01 -1.907000000000000058e-03
1.000000000000000000e+00 -1.129999999999999928e-03
1.000000000000000000e+00 0.000000000000000000e+00
